id_ons,nom_usina,uf,fonte,vigencia,pac_nome,pac_tensao_kv,fracao_potencia,n_usinas,n_usinas_sem_pac,pot_mw,metodo,confianca,grafias,eng_gwh_2025
CJU_MGCPIR,CONJ. PIRAPORA 2,MG,UFV,ativo,PIRAPORA 2,138.0,1.0,11,0,300.6,ons_cadastro,alta,SE 138 kV Pirapora 2 ,319.024
CJU_MGSDC,CONJ. SOL DO CERRADO,MG,UFV,ativo,JAIBA,230.0,1.0,17,0,681.306,ons_cadastro,alta,"SE JAIBA 230,0 kV",611.877
CJU_MGUJAI,CONJUNTO JAIBA 4 DIST,MG,UFV,ativo,SECC. LD JANAUBA 1 – MANGA 3,138.0,0.688715953307393,4,0,88.5,rateio_potencia,media,SEC. LD 138 KV MANGA 3 - JANAÚBA 1,139.492
CJU_MGUJAI,CONJUNTO JAIBA 4 DIST,MG,UFV,ativo,SECC. LD JANAUBA 2 – MANGA 3,138.0,0.311284046692607,4,0,40.0,rateio_potencia,media,SECC. LD 138 KV MANGA 3 - JANAÚBA 2,63.047
CJU_SPUFBH,CONJ. BOA HORA,SP,UFV,ativo,SECC. LT AGUA VERMELHA – JALES,138.0,1.0,7,0,183.41,ons_cadastro,alta,LT 138 kV Água Vermelha / Jales  | SECCIONAMENTO  LT 138 KV ÁGUA VERMELHA – JALES | Sec. LT 138 kV Água Vermelha / Jales | Sec. LT 138 kV Água Vermelha / Jales ,137.227
CJU_SPCST3,CONJ. CASTILHO,SP,UFV,ativo,SECC. LT JUPIA – TRES IRMAOS,138.0,1.0,5,0,204.995,ons_cadastro,alta,SECCIONAMENTO DUPLO DA LT 138 KV JUPIÁ – TRÊS,165.11
CJU_SPUFD,CONJ. DRACENA,SP,UFV,ativo,DRACENA,138.0,0.6567505720823799,4,0,86.1,rateio_potencia,media,SE 138 kV Dracena ,38.796
CJU_SPUFD,CONJ. DRACENA,SP,UFV,ativo,MORRO DO CHAPEU 2,500.0,0.34324942791762014,4,0,45.0,rateio_potencia,media,SE Morro do Chapéu II 500 kV,20.277
CJU_SPCUFG,CONJ. GUAIMBÊ,SP,UFV,ativo,GETULINA,138.0,1.0,5,0,150.0,ons_cadastro,alta,SE 138 kV Getulina  | SE GETULINA 138KV | SE Getulina 138kV,86.315
CJU_SPPED,CONJ. PEDRANÓPOLIS,SP,UFV,ativo,SECC. LT AGUA VERMELHA – VOTUPORANGA 2,138.0,0.6666666666666666,3,0,60.0,rateio_potencia,media,SECC. LT 138 KV ÁGUA VERMELHA – VOTUPORANGA 2,47.919
CJU_SPPED,CONJ. PEDRANÓPOLIS,SP,UFV,ativo,SECC. LT AGUA VERMELHA – VOTUPORANGA I,138.0,0.3333333333333333,3,0,30.0,rateio_potencia,media,SECC. LT 138 KV ÁGUA VERMELHA – VOTUPORANGA I,23.959
CJU_SPPB,CONJ. PEREIRA BARRETO,SP,UFV,ativo,TRES IRMAOS,138.0,1.0,11,0,457.994,ons_cadastro,alta,"SE TRES IRMAOS 138,0 kV",237.387
CJU_PESPP,CONJ. BOM NOME,PE,UFV,ativo,FLORES,138.0,1.0,4,0,83.91499999999999,ons_cadastro,alta,SE FLORES 138 KV,104.373
CJU_PIRG3,CONJ. RIBEIRO GONÇALVES,PI,UFV,ativo,RIBEIRO GONCALVES,230.0,1.0,7,0,223.211,ons_cadastro,alta,SE Ribeiro Gonçalves 230 kv,274.314
CJU_MGVZP,CONJ. VARZEA DA PALMA,MG,UFV,ativo,SECC. LD BURITIZEIRO 1 – UHE TRES MARIAS,138.0,1.0,2,0,90.0,ons_cadastro,alta,SECCIONAMENTO DA LD 138 KV BURITIZEIRO 1 – UHE TRÊS MARIAS,64.03
CJU_BABRD,CONJ. FOTOVOLTAICO BARREIRAS II 500 KV,BA,UFV,ativo,BARREIRAS 2,500.0,1.0,7,0,350.0,ons_cadastro,alta,SE BARREIRAS II 500 KV,635.217
CJU_PI5FGID,CONJ. FOTOVOLTAICO GILBUÉS II 500 KV,PI,UFV,ativo,GILBUES 2,500.0,1.0,18,2,703.896,ons_cadastro,alta,"SE 500 kV Gilbués II | SE 500 kV Gilbués II  | SE GILBUES II 500,0 kV",736.392
CJU_MGJSNU,CONJ. TRÊS MARIAS 3 138KV,MG,UFV,ativo,SECC. LD JOAO PINHEIRO 3 – U,138.0,1.0,7,0,70.0,ons_cadastro,alta,Seccionamento da LD 138 kV João Pinheiro 3 -U,20.257
CJU_MGVST1,CONJ. VISTA ALEGRE - JANAÚBA,MG,UFV,ativo,JANAUBA 3,500.0,1.0,18,0,767.842,ons_cadastro,alta,"SE JANAUBA 3 500,0 kV",937.202
CJU_MGJAI3,CONJ. JAÍBA 138 KV,MG,UFV,ativo,JAIBA,138.0,1.0,4,0,120.0,ons_cadastro,alta,SE Jaíba 138kV,156.431
CJU_RNASO,CONJ. ASSU SOL,RN,UFV,ativo,ACU 3,500.0,1.0,16,0,752.6800000000001,ons_cadastro,alta,SE Açu III 500 kV,280.047
CJU_RNSPC,CONJ. SIMPLICE,RN,UFV,ativo,SECC. LT ACU 3 – LAGOA NOVA 2,230.0,1.0,4,0,117.54,ons_cadastro,alta,SEC LT 230 KV AÇU III – LAGOA NOVA II,80.929
CJU_CELINS,CONJ. LINS,CE,UFV,ativo,PECEM 2,230.0,1.0,2,1,90.0,ons_cadastro,alta,SE PECÉM II 230 kv,69.926
CJU_CEMTD,CONJ. MAURITI,CE,UFV,ativo,,,,9,9,0.0,nao_casado,,,102.759
CJU_PEMRRC,CONJ. SERRITA,PE,UFV,ativo,SECC. LT SALGUEIRO – SERRITA,138.0,1.0,2,0,60.0,ons_cadastro,alta,SECCIONAMENTO LT 138 KV SALGUEIRO-SERRITA,21.93
CJU_PI5FRGV,CONJ. RIBEIRO GONÇALVES 500 KV,PI,UFV,ativo,,,,3,3,0.0,nao_casado,,,183.762
CJU_BA4FJZD,CONJ. JUAZEIRO II 230 KV,BA,UFV,ativo,JUAZEIRO 2,230.0,1.0,8,0,277.07,ons_cadastro,alta,SE 230 kV Juazeiro da Bahia II  | SE JUAZEIRO DA BAHIA II 230 KV,120.168
CJU_MGPR4,CONJ. PARACATU 4 500 KV,MG,UFV,encerrado em 2026-08-31,PARACATU 4,500.0,1.0,15,0,661.5,ons_cadastro,alta,SE Paracatu 4 500 kV,300.297
CJU_BA3FIRE,CONJ. IRECÊ 138 KV,BA,UFV,ativo,IRECE,138.0,1.0,2,0,133.39999999999998,ons_cadastro,alta,"SE IRECE 138,0 kV",66.949
CJU_BASSDB,CONJ. SERRA DA BABILÔNIA,BA,UFV,ativo,MORRO DO CHAPEU 2,230.0,1.0,4,0,123.0,ons_cadastro,alta,SE Morro do Chapéu II 230 kV,56.479
CJU_BA4FBBS,CONJ. BABILÔNIA SUL,BA,UFV,ativo,OUROLANDIA 2,230.0,1.0,2,0,99.998,ons_cadastro,alta,SE Ourolândia II 230 kV,40.245
CJU_MGDRC,CONJ. DRACO,MG,UFV,ativo,ARINOS 2,500.0,1.0,11,0,505.23900000000003,ons_cadastro,alta,SE Arinos 2 500 kV,168.111
CJU_BA4FBBC,CONJ. BABILÔNIA CENTRO,BA,UFV,ativo,OUROLANDIA 2,500.0,1.0,4,0,199.98,ons_cadastro,alta,SE Ourolândia II 500 kV,64.73
CJU_CE4FICO,CONJ. ICÓ 230 KV,CE,UFV,ativo,ICO,230.0,1.0,4,0,189.035,ons_cadastro,alta,SE Icó 230 kV | SE Icó 230kV,37.517
CJU_CEAPA,CONJ. JAGUARUANA II 230KV,CE,UFV,ativo,JAGUARUANA 2,230.0,1.0,4,0,199.8,ons_cadastro,alta,SE Jaguaruana II 230 kV,47.426
CJU_PESODA,CONJ. TACAIMBÓ 230 KV,PE,UFV,ativo,TACAIMBO,230.0,1.0,6,0,169.82999999999998,ons_cadastro,alta,SE Tacaimbó 230 KV,26.066
CJU_GOCFVB,CONJ. BARRO ALTO 230KV,GO,UFV,ativo,BARRO ALTO,230.0,1.0,7,0,350.0,ons_cadastro,alta,SE Barro Alto 230 kV,100.254
CJU_CE4FRSD,CONJ. RUSSAS II 230 KV,CE,UFV,ativo,RUSSAS 2,230.0,1.0,4,0,164.976,ons_cadastro,alta,"SE RUSSAS II 230,0 kV",21.378
CJU_MGUFUR,CONJ. URUCUIA 2 (DISTRIBUIÇÃO),MG,UFV,ativo,SECC. LD SAO ROMAO – URUCUIA 1,138.0,1.0,4,0,105.0,ons_cadastro,alta,SECC LD 138 KV SÃO ROMÃO – URUCUIA 1,2.949
CJU_BA4FBMC,CONJ. FOT. BROTAS DE MACAÚBAS 230 KV,BA,UFV,ativo,BROTAS DE MACAUBAS,230.0,1.0,2,0,65.0,ons_cadastro,alta,SE BROTAS DE MACAÚBAS 230 KV | SE Brotas de Macaúbas 230 kv,1.746
CJU_MS4FINO,CONJ. INOCÊNCIA 230 KV,MS,UFV,ativo,INOCENCIA,230.0,1.0,8,0,352.507,ons_cadastro,alta,SE Inocência 230 kV,0.001
CJU_MS4FRBE,CONJ. RIO BRILHANTE 230KV,MS,UFV,ativo,RIO BRILHANTE,230.0,1.0,7,0,491.0,ons_cadastro,alta,SE Rio Brilhante 230 kV,0.005
